device,brand,country,vertical,sov
-1,Swoodoo,Andorra,Hotel Citywide,0.0052%
-1,Hotelscombined,Andorra,Vacations,14.1214%
-1,KAYAK,Andorra,Vacations,0.6276%
-1,Momondo,Angola,Car Rentals,25.0000%
-1,CheapFlights,Angola,Flights,6.7180%
-1,KAYAK,Angola,Flights,3.6681%
-1,Momondo,Angola,Flights,3.9247%
-1,Hotelscombined,Angola,Flights,5.3126%
-1,KAYAK,Angola,Hotel,9.4037%
-1,Momondo,Angola,Hotel,1.9113%
-1,Hotelscombined,Angola,Hotel,5.2752%
-1,KAYAK,Angola,Hotel Citywide,9.2606%
-1,Momondo,Angola,Hotel Citywide,1.5334%
-1,Hotelscombined,Angola,Hotel Citywide,1.4784%
-1,Hotelscombined,Angola,Vacations,15.6249%
-1,KAYAK,Angola,Vacations,3.1250%
-1,KAYAK,Anguilla,Flights,4.4372%
-1,Momondo,Anguilla,Flights,1.4069%
-1,CheapFlights,Anguilla,Flights,0.6493%
-1,Hotelscombined,Anguilla,Flights,5.4112%
-1,KAYAK,Anguilla,Hotel,6.5791%
-1,Momondo,Anguilla,Hotel,0.7895%
-1,Hotelscombined,Anguilla,Hotel,7.3686%
-1,KAYAK,Anguilla,Hotel Citywide,6.6053%
-1,Momondo,Anguilla,Hotel Citywide,1.4632%
-1,Hotelscombined,Anguilla,Hotel Citywide,2.2575%
-1,Momondo,Antarctica,Hotel Citywide,16.6667%
-1,KAYAK,Antarctica,Hotel Citywide,16.6667%
-1,Hotelscombined,Antarctica,Hotel Citywide,8.3333%
-1,KAYAK,Antigua and Barbuda,Flights,5.3008%
-1,Momondo,Antigua and Barbuda,Flights,1.2894%
-1,CheapFlights,Antigua and Barbuda,Flights,0.7880%
-1,Hotelscombined,Antigua and Barbuda,Flights,5.7306%
-1,KAYAK,Antigua and Barbuda,Hotel,3.5986%
-1,Momondo,Antigua and Barbuda,Hotel,1.1364%
-1,Hotelscombined,Antigua and Barbuda,Hotel,6.4395%
-1,KAYAK,Antigua and Barbuda,Hotel Citywide,7.5215%
-1,Momondo,Antigua and Barbuda,Hotel Citywide,1.8863%
-1,Hotelscombined,Antigua and Barbuda,Hotel Citywide,2.1251%
-1,CheapFlights,Antigua and Barbuda,Hotel Citywide,0.0239%
-1,Hotelscombined,Antigua and Barbuda,Vacations,25.0000%
-1,Momondo,Argentina,Car Rentals,22.6861%
-1,KAYAK,Argentina,Car Rentals,3.0853%
-1,Momondo,Argentina,Flights,5.3153%
-1,KAYAK,Argentina,Flights,3.2852%
-1,Hotelscombined,Argentina,Flights,1.7356%
-1,CheapFlights,Argentina,Flights,1.5232%
-1,Momondo,Argentina,Hotel,4.1052%
-1,Hotelscombined,Argentina,Hotel,5.2594%
-1,KAYAK,Argentina,Hotel,2.5269%
-1,Momondo,Argentina,Hotel Citywide,4.8281%
-1,KAYAK,Argentina,Hotel Citywide,1.5106%
-1,Hotelscombined,Argentina,Hotel Citywide,7.4278%
-1,Swoodoo,Argentina,Hotel Citywide,0.0008%
-1,Hotelscombined,Argentina,Vacations,19.5204%
-1,KAYAK,Argentina,Vacations,0.4566%
-1,KAYAK,Armenia,Flights,1.9552%
-1,CheapFlights,Armenia,Flights,1.5945%
-1,Momondo,Armenia,Flights,1.2528%
-1,Hotelscombined,Armenia,Flights,11.0856%
-1,KAYAK,Armenia,Hotel,11.8369%
-1,Momondo,Armenia,Hotel,2.1429%
-1,Hotelscombined,Armenia,Hotel,6.5307%
-1,KAYAK,Armenia,Hotel Citywide,8.9676%
-1,Momondo,Armenia,Hotel Citywide,1.3601%
-1,Hotelscombined,Armenia,Hotel Citywide,2.3960%
-1,Swoodoo,Armenia,Hotel Citywide,0.0035%
-1,Hotelscombined,Armenia,Vacations,20.0000%
-1,KAYAK,Armenia,Vacations,5.0000%
-1,KAYAK,Aruba,Flights,1.2437%
-1,CheapFlights,Aruba,Flights,0.6759%
-1,Hotelscombined,Aruba,Flights,7.2460%
-1,Momondo,Aruba,Flights,0.3965%
-1,KAYAK,Aruba,Hotel,7.8482%
-1,Hotelscombined,Aruba,Hotel,8.3160%
-1,Momondo,Aruba,Hotel,0.9875%
-1,KAYAK,Aruba,Hotel Citywide,7.9556%
-1,Momondo,Aruba,Hotel Citywide,1.6802%
-1,Hotelscombined,Aruba,Hotel Citywide,3.3604%
-1,KAYAK,Aruba,Vacations,5.0000%
-1,Hotelscombined,Aruba,Vacations,20.0000%
-1,Momondo,Australia,Car Rentals,24.2857%
-1,KAYAK,Australia,Car Rentals,0.7143%
-1,CheapFlights,Australia,Flights,7.0918%
-1,KAYAK,Australia,Flights,4.6007%
-1,Momondo,Australia,Flights,3.3041%
-1,Hotelscombined,Australia,Flights,3.5232%
-1,Travelsearch,Australia,Flights,1.1946%
-1,Hotelscombined,Australia,Hotel,10.7916%
-1,Momondo,Australia,Hotel,4.4388%
-1,KAYAK,Australia,Hotel,9.8660%
-1,Swoodoo,Australia,Hotel,0.0007%
-1,KAYAK,Australia,Hotel Citywide,3.5693%
-1,Momondo,Australia,Hotel Citywide,2.3282%
-1,Hotelscombined,Australia,Hotel Citywide,0.8307%
-1,Swoodoo,Australia,Hotel Citywide,0.0018%
-1,Hotelscombined,Australia,Vacations,9.2754%
-1,KAYAK,Australia,Vacations,0.7971%
-1,Momondo,Austria,Car Rentals,24.9050%
-1,KAYAK,Austria,Car Rentals,0.0951%
-1,Momondo,Austria,Flights,11.4507%
-1,CheapFlights,Austria,Flights,5.1275%
-1,Hotelscombined,Austria,Flights,3.8776%
-1,KAYAK,Austria,Flights,2.5904%
-1,Hotelscombined,Austria,Hotel,6.6008%
-1,KAYAK,Austria,Hotel,6.9792%
-1,Momondo,Austria,Hotel,0.3128%
-1,Swoodoo,Austria,Hotel,0.1071%
-1,KAYAK,Austria,Hotel Citywide,4.5039%
-1,Hotelscombined,Austria,Hotel Citywide,2.5116%
-1,Momondo,Austria,Hotel Citywide,2.5905%
-1,Swoodoo,Austria,Hotel Citywide,0.1874%
-1,Hotelscombined,Austria,Vacations,13.1532%
-1,KAYAK,Austria,Vacations,1.8966%
-1,CheapFlights,Azerbaijan,Flights,2.2572%
-1,Momondo,Azerbaijan,Flights,1.8203%
-1,KAYAK,Azerbaijan,Flights,1.0437%
-1,Hotelscombined,Azerbaijan,Flights,10.4366%
-1,KAYAK,Azerbaijan,Hotel,10.8640%
-1,Momondo,Azerbaijan,Hotel,1.2435%
-1,Hotelscombined,Azerbaijan,Hotel,4.6466%
-1,KAYAK,Azerbaijan,Hotel Citywide,10.0554%
-1,Momondo,Azerbaijan,Hotel Citywide,1.9965%
-1,Hotelscombined,Azerbaijan,Hotel Citywide,2.8842%
-1,Swoodoo,Azerbaijan,Hotel Citywide,0.0028%
-1,Hotelscombined,Azerbaijan,Vacations,25.0000%
-1,Momondo,Bahamas,Car Rentals,25.0000%
-1,KAYAK,Bahamas,Flights,2.5588%
-1,Momondo,Bahamas,Flights,0.9942%
-1,Hotelscombined,Bahamas,Flights,6.8940%
-1,CheapFlights,Bahamas,Flights,0.3586%
-1,KAYAK,Bahamas,Hotel,8.0093%
-1,Momondo,Bahamas,Hotel,1.7329%
-1,Hotelscombined,Bahamas,Hotel,8.8123%
-1,KAYAK,Bahamas,Hotel Citywide,9.2521%
-1,Momondo,Bahamas,Hotel Citywide,1.9797%
-1,Hotelscombined,Bahamas,Hotel Citywide,2.3523%
-1,CheapFlights,Bahamas,Hotel Citywide,0.0359%
-1,Hotelscombined,Bahamas,Vacations,18.7500%
-1,KAYAK,Bahrain,Flights,2.6419%
-1,Momondo,Bahrain,Flights,2.0003%
-1,CheapFlights,Bahrain,Flights,0.6643%
-1,Hotelscombined,Bahrain,Flights,10.4318%
-1,KAYAK,Bahrain,Hotel,10.2627%
-1,Momondo,Bahrain,Hotel,1.4778%
-1,Hotelscombined,Bahrain,Hotel,7.2660%
-1,KAYAK,Bahrain,Hotel Citywide,11.3795%
-1,Momondo,Bahrain,Hotel Citywide,1.4685%
-1,Hotelscombined,Bahrain,Hotel Citywide,3.3948%
-1,Hotelscombined,Bahrain,Vacations,21.8750%
-1,KAYAK,Bangladesh,Flights,2.6166%
-1,Momondo,Bangladesh,Flights,1.9692%
-1,CheapFlights,Bangladesh,Flights,0.7769%
-1,Hotelscombined,Bangladesh,Flights,5.9075%
-1,KAYAK,Bangladesh,Hotel,10.2583%
-1,Momondo,Bangladesh,Hotel,3.8020%
-1,Hotelscombined,Bangladesh,Hotel,8.9312%
-1,Swoodoo,Bangladesh,Hotel,0.0717%
-1,KAYAK,Bangladesh,Hotel Citywide,11.7607%
-1,Momondo,Bangladesh,Hotel Citywide,2.7044%
-1,Hotelscombined,Bangladesh,Hotel Citywide,3.0263%
-1,Swoodoo,Bangladesh,Hotel Citywide,0.0023%
-1,Hotelscombined,Bangladesh,Vacations,14.4737%
-1,KAYAK,Bangladesh,Vacations,0.6579%
-1,KAYAK,Barbados,Flights,4.7585%
-1,Momondo,Barbados,Flights,1.4976%
-1,CheapFlights,Barbados,Flights,0.9903%
-1,Hotelscombined,Barbados,Flights,6.0145%
-1,KAYAK,Barbados,Hotel,7.3412%
-1,Hotelscombined,Barbados,Hotel,7.7664%
-1,Momondo,Barbados,Hotel,1.2188%
-1,KAYAK,Barbados,Hotel Citywide,7.4968%
-1,Momondo,Barbados,Hotel Citywide,1.4125%
-1,Hotelscombined,Barbados,Hotel Citywide,1.6685%
-1,CheapFlights,Barbados,Hotel Citywide,0.0274%
-1,Hotelscombined,Barbados,Vacations,15.6252%
-1,CheapFlights,Belarus,Flights,7.0926%
-1,KAYAK,Belarus,Flights,3.8875%
-1,Momondo,Belarus,Flights,5.1075%
-1,KAYAK,Belarus,Hotel,10.3639%
-1,Momondo,Belarus,Hotel,4.1139%
-1,Hotelscombined,Belarus,Hotel,0.0791%
-1,Swoodoo,Belarus,Hotel,0.0791%
-1,KAYAK,Belarus,Hotel Citywide,5.1484%
-1,Momondo,Belarus,Hotel Citywide,1.6236%
-1,Swoodoo,Belarus,Hotel Citywide,0.0406%
-1,Hotelscombined,Belarus,Hotel Citywide,0.0276%
-1,KAYAK,Belarus,Vacations,13.6364%
-1,Momondo,Belgium,Car Rentals,24.6668%
-1,KAYAK,Belgium,Car Rentals,0.6667%
-1,CheapFlights,Belgium,Flights,2.9374%
-1,Momondo,Belgium,Flights,4.7762%
-1,Hotelscombined,Belgium,Flights,1.4834%
-1,KAYAK,Belgium,Flights,1.1126%
-1,Hotelscombined,Belgium,Hotel,8.1133%
-1,KAYAK,Belgium,Hotel,6.2538%
-1,Momondo,Belgium,Hotel,0.5870%
-1,Swoodoo,Belgium,Hotel,0.0141%
-1,KAYAK,Belgium,Hotel Citywide,5.4967%
-1,Hotelscombined,Belgium,Hotel Citywide,4.1883%
-1,Momondo,Belgium,Hotel Citywide,3.7874%
-1,Swoodoo,Belgium,Hotel Citywide,0.0015%
-1,KAYAK,Belgium,Vacations,14.0004%
-1,Hotelscombined,Belgium,Vacations,6.7643%
-1,KAYAK,Belize,Flights,2.6948%
-1,Momondo,Belize,Flights,0.4870%
-1,Hotelscombined,Belize,Flights,6.4285%
-1,CheapFlights,Belize,Flights,0.3571%
-1,KAYAK,Belize,Hotel,8.4558%
-1,Hotelscombined,Belize,Hotel,10.7842%
-1,Momondo,Belize,Hotel,0.2451%
-1,KAYAK,Belize,Hotel Citywide,11.3532%
-1,Momondo,Belize,Hotel Citywide,1.5964%
-1,Hotelscombined,Belize,Hotel Citywide,2.2241%
-1,Swoodoo,Belize,Hotel Citywide,0.0077%
-1,CheapFlights,Belize,Hotel Citywide,0.0077%
-1,Hotelscombined,Belize,Vacations,25.0000%
-1,Hotelscombined,Benin,Flights,7.6011%
-1,CheapFlights,Benin,Flights,0.4010%
-1,KAYAK,Benin,Flights,0.1851%
-1,Momondo,Benin,Flights,0.1481%
-1,KAYAK,Benin,Hotel,8.7663%
-1,Momondo,Benin,Hotel,2.2727%
-1,Hotelscombined,Benin,Hotel,6.8182%
-1,KAYAK,Benin,Hotel Citywide,3.1571%
-1,Momondo,Benin,Hotel Citywide,0.7159%
-1,Hotelscombined,Benin,Hotel Citywide,0.4785%
-1,KAYAK,Benin,Vacations,18.7500%
-1,Hotelscombined,Benin,Vacations,6.2500%
-1,KAYAK,Bermuda,Flights,4.0993%
-1,Momondo,Bermuda,Flights,1.1547%
-1,CheapFlights,Bermuda,Flights,0.5774%
-1,Hotelscombined,Bermuda,Flights,9.1801%
-1,KAYAK,Bermuda,Hotel,7.2270%
-1,Hotelscombined,Bermuda,Hotel,9.2181%
-1,Momondo,Bermuda,Hotel,0.8849%
-1,KAYAK,Bermuda,Hotel Citywide,11.7910%
-1,Momondo,Bermuda,Hotel Citywide,1.8071%
-1,Hotelscombined,Bermuda,Hotel Citywide,2.8953%
-1,Hotelscombined,Bermuda,Vacations,6.2500%
-1,Momondo,Bhutan,Flights,0.6410%
-1,Hotelscombined,Bhutan,Flights,15.3841%
-1,KAYAK,Bhutan,Flights,0.6410%
-1,KAYAK,Bhutan,Hotel,7.1430%
-1,Momondo,Bhutan,Hotel,7.1430%
-1,Hotelscombined,Bhutan,Hotel,7.1430%
-1,KAYAK,Bhutan,Hotel Citywide,9.1579%
-1,Momondo,Bhutan,Hotel Citywide,1.7368%
-1,Hotelscombined,Bhutan,Hotel Citywide,4.8947%
-1,Momondo,Bolivia,Car Rentals,25.0000%
-1,CheapFlights,Bolivia,Flights,1.8467%
-1,Momondo,Bolivia,Flights,1.3071%
-1,Hotelscombined,Bolivia,Flights,6.2576%
-1,KAYAK,Bolivia,Flights,1.0073%
-1,KAYAK,Bolivia,Hotel,9.2936%
-1,Hotelscombined,Bolivia,Hotel,10.7806%
-1,Momondo,Bolivia,Hotel,1.5334%
-1,KAYAK,Bolivia,Hotel Citywide,5.1118%
-1,Momondo,Bolivia,Hotel Citywide,4.4073%
-1,Hotelscombined,Bolivia,Hotel Citywide,4.2480%
-1,Swoodoo,Bolivia,Hotel Citywide,0.0048%
-1,Hotelscombined,Bolivia,Vacations,21.2500%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Flights,4.6137%
-1,CheapFlights,"Bonaire, Sint Eustatius, and Saba",Flights,3.7554%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Flights,2.2532%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Flights,6.4378%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Hotel,7.9898%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Hotel,9.0207%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Hotel,0.5155%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,7.1245%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,2.0062%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,1.7490%
-1,Momondo,Bosnia and Herzegovina,Car Rentals,25.0000%
-1,CheapFlights,Bosnia and Herzegovina,Flights,8.7914%
-1,Momondo,Bosnia and Herzegovina,Flights,4.1604%
-1,KAYAK,Bosnia and Herzegovina,Flights,4.8775%
-1,Hotelscombined,Bosnia and Herzegovina,Flights,6.6626%
-1,KAYAK,Bosnia and Herzegovina,Hotel,11.0050%
-1,Momondo,Bosnia and Herzegovina,Hotel,1.5267%
-1,Hotelscombined,Bosnia and Herzegovina,Hotel,4.3257%
-1,KAYAK,Bosnia and Herzegovina,Hotel Citywide,8.6539%
-1,Momondo,Bosnia and Herzegovina,Hotel Citywide,1.6287%
-1,Hotelscombined,Bosnia and Herzegovina,Hotel Citywide,1.9492%
-1,Swoodoo,Bosnia and Herzegovina,Hotel Citywide,0.0672%
-1,Hotelscombined,Bosnia and Herzegovina,Vacations,18.0003%
-1,KAYAK,Bosnia and Herzegovina,Vacations,1.0000%
-1,KAYAK,Botswana,Flights,2.7969%
-1,Momondo,Botswana,Flights,2.0224%
-1,CheapFlights,Botswana,Flights,1.4200%
-1,Hotelscombined,Botswana,Flights,4.1738%
-1,KAYAK,Botswana,Hotel,10.0808%
-1,Momondo,Botswana,Hotel,2.2178%
-1,Hotelscombined,Botswana,Hotel,9.2743%
-1,KAYAK,Botswana,Hotel Citywide,10.1909%
-1,Momondo,Botswana,Hotel Citywide,1.9781%
-1,Hotelscombined,Botswana,Hotel Citywide,1.9858%
-1,Hotelscombined,Botswana,Vacations,24.9999%
-1,Momondo,Brazil,Car Rentals,24.8565%
-1,KAYAK,Brazil,Car Rentals,8.0146%
-1,KAYAK,Brazil,Flights,1.9271%
-1,Mundi,Brazil,Flights,5.9713%
-1,Hotelscombined,Brazil,Flights,7.6527%
-1,Momondo,Brazil,Flights,1.7413%
-1,CheapFlights,Brazil,Flights,0.7109%
-1,Mundi,Brazil,Hotel,6.1634%
-1,Hotelscombined,Brazil,Hotel,5.6017%
-1,KAYAK,Brazil,Hotel,3.9902%
-1,Momondo,Brazil,Hotel,0.0825%
-1,KAYAK,Brazil,Hotel Citywide,9.4146%
-1,Momondo,Brazil,Hotel Citywide,3.3014%
-1,Mundi,Brazil,Hotel Citywide,0.5789%
-1,Hotelscombined,Brazil,Hotel Citywide,1.4769%
-1,Swoodoo,Brazil,Hotel Citywide,0.0002%
-1,Hotelscombined,Brazil,Vacations,18.4067%
-1,KAYAK,Brazil,Vacations,1.3736%
-1,KAYAK,British Indian Ocean Territory,Flights,25.0000%
-1,Hotelscombined,British Indian Ocean Territory,Hotel Citywide,12.5000%
-1,KAYAK,British Indian Ocean Territory,Hotel Citywide,12.5000%
-1,KAYAK,British Virgin Islands,Flights,2.0474%
-1,CheapFlights,British Virgin Islands,Flights,0.8621%
-1,Momondo,British Virgin Islands,Flights,0.8621%
-1,Hotelscombined,British Virgin Islands,Flights,2.9095%
-1,KAYAK,British Virgin Islands,Hotel,6.3187%
-1,Hotelscombined,British Virgin Islands,Hotel,8.7913%
-1,Momondo,British Virgin Islands,Hotel,1.0989%
-1,KAYAK,British Virgin Islands,Hotel Citywide,9.4812%
-1,Momondo,British Virgin Islands,Hotel Citywide,1.4311%
-1,Hotelscombined,British Virgin Islands,Hotel Citywide,1.9678%
-1,KAYAK,British Virgin Islands,Vacations,17.8573%
-1,Hotelscombined,British Virgin Islands,Vacations,3.5715%
-1,KAYAK,Brunei,Flights,4.0244%
-1,Momondo,Brunei,Flights,0.8537%
-1,CheapFlights,Brunei,Flights,1.4634%
-1,Hotelscombined,Brunei,Flights,5.2439%
-1,KAYAK,Brunei,Hotel,10.0261%
-1,Momondo,Brunei,Hotel,5.7292%
-1,Hotelscombined,Brunei,Hotel,9.2448%
-1,KAYAK,Brunei,Hotel Citywide,13.6728%
-1,Momondo,Brunei,Hotel Citywide,2.5887%
-1,Hotelscombined,Brunei,Hotel Citywide,2.3884%
-1,Momondo,Bulgaria,Car Rentals,25.0000%
-1,CheapFlights,Bulgaria,Flights,8.6474%
-1,Momondo,Bulgaria,Flights,6.6143%
-1,KAYAK,Bulgaria,Flights,3.4436%
-1,Hotelscombined,Bulgaria,Flights,7.7711%
-1,KAYAK,Bulgaria,Hotel,11.0942%
-1,Hotelscombined,Bulgaria,Hotel,4.2249%
-1,Momondo,Bulgaria,Hotel,1.5501%
-1,KAYAK,Bulgaria,Hotel Citywide,3.9018%
-1,Hotelscombined,Bulgaria,Hotel Citywide,3.9514%
-1,Momondo,Bulgaria,Hotel Citywide,1.2761%
-1,Swoodoo,Bulgaria,Hotel Citywide,0.0078%
-1,Hotelscombined,Bulgaria,Vacations,16.5289%
-1,KAYAK,Bulgaria,Vacations,1.6529%
-1,Momondo,Burkina Faso,Car Rentals,25.0000%
-1,Hotelscombined,Burkina Faso,Flights,5.6421%
-1,KAYAK,Burkina Faso,Flights,0.3084%
-1,CheapFlights,Burkina Faso,Flights,0.4535%
-1,Momondo,Burkina Faso,Flights,0.1633%
-1,Momondo,Burkina Faso,Hotel,3.8042%
-1,KAYAK,Burkina Faso,Hotel,8.6954%
-1,Hotelscombined,Burkina Faso,Hotel,4.8911%
-1,KAYAK,Burkina Faso,Hotel Citywide,4.6947%
-1,Momondo,Burkina Faso,Hotel Citywide,1.6170%
-1,Hotelscombined,Burkina Faso,Hotel Citywide,1.0865%
-1,Swoodoo,Burkina Faso,Hotel Citywide,0.0036%
-1,KAYAK,Burkina Faso,Vacations,25.0000%
-1,CheapFlights,Burundi,Flights,1.4611%
-1,KAYAK,Burundi,Flights,1.2447%
-1,Hotelscombined,Burundi,Flights,3.6799%
-1,Momondo,Burundi,Flights,0.3247%
-1,KAYAK,Burundi,Hotel,9.3748%
-1,Hotelscombined,Burundi,Hotel,10.9373%
-1,KAYAK,Burundi,Hotel Citywide,7.2547%
-1,Momondo,Burundi,Hotel Citywide,2.0680%
-1,Hotelscombined,Burundi,Hotel Citywide,1.3175%
-1,Hotelscombined,Burundi,Vacations,25.0000%
-1,Momondo,Cabo Verde,Car Rentals,25.0000%
-1,CheapFlights,Cabo Verde,Flights,8.1112%
-1,Momondo,Cabo Verde,Flights,5.0309%
-1,KAYAK,Cabo Verde,Flights,4.0749%
-1,Hotelscombined,Cabo Verde,Flights,6.2379%
-1,KAYAK,Cabo Verde,Hotel,6.8183%
-1,Momondo,Cabo Verde,Hotel,1.8182%
-1,Hotelscombined,Cabo Verde,Hotel,5.4546%
-1,KAYAK,Cabo Verde,Hotel Citywide,5.0793%
-1,Momondo,Cabo Verde,Hotel Citywide,0.9836%
-1,Hotelscombined,Cabo Verde,Hotel Citywide,1.9157%
-1,Swoodoo,Cabo Verde,Hotel Citywide,0.0073%
-1,KAYAK,Cabo Verde,Vacations,4.1667%
-1,Hotelscombined,Cabo Verde,Vacations,12.5000%
-1,KAYAK,Cambodia,Flights,2.9600%
-1,Momondo,Cambodia,Flights,1.1712%
-1,CheapFlights,Cambodia,Flights,1.1073%
-1,Hotelscombined,Cambodia,Flights,6.5588%
-1,KAYAK,Cambodia,Hotel,11.4148%
-1,Hotelscombined,Cambodia,Hotel,10.9324%
-1,Momondo,Cambodia,Hotel,5.3055%
-1,KAYAK,Cambodia,Hotel Citywide,9.7304%
-1,Momondo,Cambodia,Hotel Citywide,1.8318%
-1,Hotelscombined,Cambodia,Hotel Citywide,4.0649%
-1,Swoodoo,Cambodia,Hotel Citywide,0.0044%
-1,KAYAK,Cambodia,Vacations,8.3333%
-1,Hotelscombined,Cambodia,Vacations,8.3333%
-1,Hotelscombined,Cameroon,Flights,6.5034%
-1,CheapFlights,Cameroon,Flights,0.4083%
-1,KAYAK,Cameroon,Flights,0.2402%
-1,Momondo,Cameroon,Flights,0.1849%
-1,KAYAK,Cameroon,Hotel,4.5302%
-1,Momondo,Cameroon,Hotel,1.6779%
-1,Hotelscombined,Cameroon,Hotel,3.1879%
-1,KAYAK,Cameroon,Hotel Citywide,3.7915%
-1,Momondo,Cameroon,Hotel Citywide,1.1207%
-1,Hotelscombined,Cameroon,Hotel Citywide,1.5984%
-1,KAYAK,Cameroon,Vacations,15.3847%
-1,Hotelscombined,Cameroon,Vacations,1.9231%
-1,Momondo,Canada,Car Rentals,24.0820%
-1,KAYAK,Canada,Car Rentals,1.0946%
-1,CheapFlights,Canada,Flights,6.3010%
-1,KAYAK,Canada,Flights,16.8018%
-1,Momondo,Canada,Flights,9.0210%
-1,Hotelscombined,Canada,Flights,5.5026%
-1,KAYAK,Canada,Hotel,4.2869%
-1,Momondo,Canada,Hotel,0.8799%
-1,Hotelscombined,Canada,Hotel,5.4625%
-1,Swoodoo,Canada,Hotel,0.0009%
-1,KAYAK,Canada,Hotel Citywide,2.1519%
-1,Hotelscombined,Canada,Hotel Citywide,0.6537%
-1,Momondo,Canada,Hotel Citywide,0.9588%
-1,Swoodoo,Canada,Hotel Citywide,0.0005%
-1,KAYAK,Canada,Vacations,12.4667%
-1,Hotelscombined,Canada,Vacations,7.0222%
-1,KAYAK,Cayman Islands,Flights,4.7488%
-1,CheapFlights,Cayman Islands,Flights,0.9419%
-1,Momondo,Cayman Islands,Flights,0.8634%
-1,Hotelscombined,Cayman Islands,Flights,5.5337%
-1,KAYAK,Cayman Islands,Hotel,9.7457%
-1,Momondo,Cayman Islands,Hotel,1.8362%
-1,Hotelscombined,Cayman Islands,Hotel,11.8173%
-1,KAYAK,Cayman Islands,Hotel Citywide,11.6903%
-1,Momondo,Cayman Islands,Hotel Citywide,1.7222%
-1,Hotelscombined,Cayman Islands,Hotel Citywide,2.9197%
-1,CheapFlights,Cayman Islands,Hotel Citywide,0.0114%
-1,Hotelscombined,Cayman Islands,Vacations,15.0000%
-1,KAYAK,Central African Republic,Flights,0.4166%
-1,CheapFlights,Central African Republic,Flights,0.8332%
-1,Hotelscombined,Central African Republic,Flights,5.6244%
-1,Momondo,Central African Republic,Flights,0.4166%
-1,KAYAK,Central African Republic,Hotel Citywide,3.6546%
-1,Momondo,Central African Republic,Hotel Citywide,2.2426%
