device,brand,country,vertical,sov
-1,Momondo,Argentina,Flights,5.3459%
-1,KAYAK,Argentina,Flights,4.0028%
-1,Hotelscombined,Argentina,Flights,2.2404%
-1,CheapFlights,Argentina,Flights,1.0435%
-1,Momondo,Argentina,Hotel,6.0318%
-1,Hotelscombined,Argentina,Hotel,6.7226%
-1,KAYAK,Argentina,Hotel,3.4388%
-1,Swoodoo,Argentina,Hotel,0.0029%
-1,KAYAK,Argentina,Hotel Citywide,2.1261%
-1,Momondo,Argentina,Hotel Citywide,3.9078%
-1,Hotelscombined,Argentina,Hotel Citywide,6.0685%
-1,Swoodoo,Argentina,Hotel Citywide,0.0007%
-1,Hotelscombined,Argentina,Vacations,16.2828%
-1,KAYAK,Argentina,Vacations,0.3289%
-1,KAYAK,Armenia,Flights,2.0680%
-1,Momondo,Armenia,Flights,1.6010%
-1,Hotelscombined,Armenia,Flights,12.9251%
-1,CheapFlights,Armenia,Flights,1.2842%
-1,KAYAK,Armenia,Hotel,11.7483%
-1,Hotelscombined,Armenia,Hotel,7.8008%
-1,Momondo,Armenia,Hotel,2.0677%
-1,KAYAK,Armenia,Hotel Citywide,8.4957%
-1,Hotelscombined,Armenia,Hotel Citywide,2.8915%
-1,Momondo,Armenia,Hotel Citywide,0.9568%
-1,Swoodoo,Armenia,Hotel Citywide,0.0035%
-1,KAYAK,Armenia,Vacations,9.3750%
-1,Hotelscombined,Armenia,Vacations,9.3750%
-1,Momondo,Aruba,Car Rentals,25.0001%
-1,KAYAK,Aruba,Flights,1.6852%
-1,Hotelscombined,Aruba,Flights,6.8378%
-1,CheapFlights,Aruba,Flights,0.5479%
-1,Momondo,Aruba,Flights,0.5479%
-1,KAYAK,Aruba,Hotel,8.5638%
-1,Hotelscombined,Aruba,Hotel,7.5531%
-1,Momondo,Aruba,Hotel,1.1170%
-1,KAYAK,Aruba,Hotel Citywide,8.0016%
-1,Momondo,Aruba,Hotel Citywide,1.3615%
-1,Hotelscombined,Aruba,Hotel Citywide,2.7627%
-1,CheapFlights,Aruba,Hotel Citywide,0.0080%
-1,Hotelscombined,Aruba,Vacations,25.0000%
-1,Momondo,Australia,Car Rentals,25.0000%
-1,CheapFlights,Australia,Flights,6.5845%
-1,KAYAK,Australia,Flights,4.4494%
-1,Momondo,Australia,Flights,4.5773%
-1,Travelsearch,Australia,Flights,3.9247%
-1,Hotelscombined,Australia,Flights,1.5684%
-1,Hotelscombined,Australia,Hotel,10.0000%
-1,Momondo,Australia,Hotel,5.1654%
-1,KAYAK,Australia,Hotel,9.1672%
-1,Swoodoo,Australia,Hotel,0.0073%
-1,KAYAK,Australia,Hotel Citywide,4.9579%
-1,Momondo,Australia,Hotel Citywide,1.4975%
-1,Hotelscombined,Australia,Hotel Citywide,0.5942%
-1,Swoodoo,Australia,Hotel Citywide,0.0017%
-1,Hotelscombined,Australia,Vacations,9.2351%
-1,KAYAK,Australia,Vacations,0.3731%
-1,Momondo,Austria,Car Rentals,24.8660%
-1,KAYAK,Austria,Car Rentals,0.2011%
-1,Momondo,Austria,Flights,12.6510%
-1,CheapFlights,Austria,Flights,3.6283%
-1,Hotelscombined,Austria,Flights,4.1414%
-1,KAYAK,Austria,Flights,2.8856%
-1,Hotelscombined,Austria,Hotel,6.9230%
-1,KAYAK,Austria,Hotel,4.6712%
-1,Swoodoo,Austria,Hotel,0.1192%
-1,Momondo,Austria,Hotel,0.1091%
-1,KAYAK,Austria,Hotel Citywide,4.9176%
-1,Hotelscombined,Austria,Hotel Citywide,2.9596%
-1,Momondo,Austria,Hotel Citywide,1.3520%
-1,Swoodoo,Austria,Hotel Citywide,0.1689%
-1,Hotelscombined,Austria,Vacations,12.3557%
-1,KAYAK,Austria,Vacations,1.8331%
-1,KAYAK,Azerbaijan,Flights,2.5041%
-1,Momondo,Azerbaijan,Flights,1.8526%
-1,CheapFlights,Azerbaijan,Flights,1.5879%
-1,Hotelscombined,Azerbaijan,Flights,12.7036%
-1,KAYAK,Azerbaijan,Hotel,10.5671%
-1,Hotelscombined,Azerbaijan,Hotel,5.0902%
-1,Momondo,Azerbaijan,Hotel,1.8686%
-1,KAYAK,Azerbaijan,Hotel Citywide,10.2505%
-1,Momondo,Azerbaijan,Hotel Citywide,1.5457%
-1,Hotelscombined,Azerbaijan,Hotel Citywide,3.3984%
-1,Swoodoo,Azerbaijan,Hotel Citywide,0.0138%
-1,Hotelscombined,Azerbaijan,Vacations,9.3750%
-1,KAYAK,Bahamas,Flights,2.3371%
-1,Momondo,Bahamas,Flights,0.8149%
-1,Hotelscombined,Bahamas,Flights,9.2253%
-1,CheapFlights,Bahamas,Flights,0.1845%
-1,KAYAK,Bahamas,Hotel,10.3483%
-1,Hotelscombined,Bahamas,Hotel,8.5809%
-1,Momondo,Bahamas,Hotel,1.6649%
-1,KAYAK,Bahamas,Hotel Citywide,8.4848%
-1,Momondo,Bahamas,Hotel Citywide,1.0766%
-1,Hotelscombined,Bahamas,Hotel Citywide,2.3120%
-1,CheapFlights,Bahamas,Hotel Citywide,0.0309%
-1,Hotelscombined,Bahamas,Vacations,16.6667%
-1,KAYAK,Bahrain,Flights,3.4590%
-1,Momondo,Bahrain,Flights,1.7636%
-1,CheapFlights,Bahrain,Flights,0.6509%
-1,Hotelscombined,Bahrain,Flights,7.0240%
-1,KAYAK,Bahrain,Hotel,8.6673%
-1,Hotelscombined,Bahrain,Hotel,6.6132%
-1,Momondo,Bahrain,Hotel,1.3527%
-1,KAYAK,Bahrain,Hotel Citywide,7.3352%
-1,Momondo,Bahrain,Hotel Citywide,0.5765%
-1,Hotelscombined,Bahrain,Hotel Citywide,2.1537%
-1,Hotelscombined,Bahrain,Vacations,16.6667%
-1,KAYAK,Bangladesh,Flights,3.8201%
-1,Momondo,Bangladesh,Flights,2.2135%
-1,CheapFlights,Bangladesh,Flights,0.6694%
-1,Hotelscombined,Bangladesh,Flights,4.9179%
-1,KAYAK,Bangladesh,Hotel,11.2578%
-1,Hotelscombined,Bangladesh,Hotel,10.3261%
-1,Momondo,Bangladesh,Hotel,4.5031%
-1,Swoodoo,Bangladesh,Hotel,0.0388%
-1,KAYAK,Bangladesh,Hotel Citywide,11.4064%
-1,Momondo,Bangladesh,Hotel Citywide,1.9424%
-1,Hotelscombined,Bangladesh,Hotel Citywide,3.9750%
-1,Swoodoo,Bangladesh,Hotel Citywide,0.0007%
-1,Hotelscombined,Bangladesh,Vacations,20.2381%
-1,KAYAK,Barbados,Flights,6.1060%
-1,Momondo,Barbados,Flights,1.4746%
-1,CheapFlights,Barbados,Flights,0.4147%
-1,Hotelscombined,Barbados,Flights,6.7281%
-1,KAYAK,Barbados,Hotel,7.3475%
-1,Hotelscombined,Barbados,Hotel,6.6158%
-1,Momondo,Barbados,Hotel,0.7927%
-1,KAYAK,Barbados,Hotel Citywide,8.0965%
-1,Momondo,Barbados,Hotel Citywide,0.7725%
-1,Hotelscombined,Barbados,Hotel Citywide,1.8310%
-1,CheapFlights,Barbados,Hotel Citywide,0.0191%
-1,Hotelscombined,Barbados,Vacations,11.6668%
-1,KAYAK,Belarus,Flights,5.2057%
-1,CheapFlights,Belarus,Flights,6.1293%
-1,Momondo,Belarus,Flights,4.4920%
-1,KAYAK,Belarus,Hotel,10.4962%
-1,Momondo,Belarus,Hotel,5.0255%
-1,KAYAK,Belarus,Hotel Citywide,5.2184%
-1,Momondo,Belarus,Hotel Citywide,1.1104%
-1,Swoodoo,Belarus,Hotel Citywide,0.0315%
-1,Hotelscombined,Belarus,Hotel Citywide,0.0459%
-1,Momondo,Belgium,Car Rentals,24.2648%
-1,KAYAK,Belgium,Car Rentals,0.7353%
-1,CheapFlights,Belgium,Flights,1.8893%
-1,Momondo,Belgium,Flights,4.1523%
-1,Hotelscombined,Belgium,Flights,2.8945%
-1,KAYAK,Belgium,Flights,0.9610%
-1,Hotelscombined,Belgium,Hotel,7.7760%
-1,Momondo,Belgium,Hotel,1.1364%
-1,KAYAK,Belgium,Hotel,5.9720%
-1,Swoodoo,Belgium,Hotel,0.0150%
-1,Hotelscombined,Belgium,Hotel Citywide,4.3420%
-1,KAYAK,Belgium,Hotel Citywide,5.9499%
-1,Momondo,Belgium,Hotel Citywide,0.6991%
-1,Swoodoo,Belgium,Hotel Citywide,0.0003%
-1,KAYAK,Belgium,Vacations,12.3440%
-1,Hotelscombined,Belgium,Vacations,6.4905%
-1,KAYAK,Belize,Flights,3.5756%
-1,Momondo,Belize,Flights,1.0638%
-1,Hotelscombined,Belize,Flights,7.3581%
-1,CheapFlights,Belize,Flights,0.9161%
-1,KAYAK,Belize,Hotel,9.8379%
-1,Hotelscombined,Belize,Hotel,8.6805%
-1,Momondo,Belize,Hotel,1.0417%
-1,KAYAK,Belize,Hotel Citywide,9.5557%
-1,Hotelscombined,Belize,Hotel Citywide,2.9820%
-1,Momondo,Belize,Hotel Citywide,1.0942%
-1,CheapFlights,Belize,Hotel Citywide,0.0084%
-1,Hotelscombined,Benin,Flights,7.5991%
-1,KAYAK,Benin,Flights,0.1319%
-1,CheapFlights,Benin,Flights,0.3028%
-1,Momondo,Benin,Flights,0.1319%
-1,KAYAK,Benin,Hotel,5.5085%
-1,Hotelscombined,Benin,Hotel,4.2373%
-1,Momondo,Benin,Hotel,0.8475%
-1,KAYAK,Benin,Hotel Citywide,3.3894%
-1,Momondo,Benin,Hotel Citywide,0.5757%
-1,Hotelscombined,Benin,Hotel Citywide,0.8761%
-1,KAYAK,Benin,Vacations,15.0000%
-1,Hotelscombined,Benin,Vacations,5.0000%
-1,KAYAK,Bermuda,Flights,4.6912%
-1,Hotelscombined,Bermuda,Flights,10.1544%
-1,Momondo,Bermuda,Flights,0.8314%
-1,CheapFlights,Bermuda,Flights,0.5938%
-1,KAYAK,Bermuda,Hotel,9.7401%
-1,Hotelscombined,Bermuda,Hotel,9.3073%
-1,Momondo,Bermuda,Hotel,0.9019%
-1,KAYAK,Bermuda,Hotel Citywide,11.0803%
-1,Momondo,Bermuda,Hotel Citywide,1.0208%
-1,Hotelscombined,Bermuda,Hotel Citywide,2.7010%
-1,CheapFlights,Bermuda,Hotel Citywide,0.0425%
-1,Hotelscombined,Bermuda,Vacations,18.7500%
-1,KAYAK,Bhutan,Flights,4.9018%
-1,CheapFlights,Bhutan,Flights,6.3724%
-1,Hotelscombined,Bhutan,Flights,10.2938%
-1,Momondo,Bhutan,Flights,2.4509%
-1,KAYAK,Bhutan,Hotel,15.0002%
-1,Momondo,Bhutan,Hotel,10.0002%
-1,Hotelscombined,Bhutan,Hotel,11.6669%
-1,KAYAK,Bhutan,Hotel Citywide,8.9245%
-1,Momondo,Bhutan,Hotel Citywide,1.3730%
-1,Hotelscombined,Bhutan,Hotel Citywide,5.6064%
-1,Momondo,Bolivia,Car Rentals,18.7500%
-1,KAYAK,Bolivia,Car Rentals,6.2500%
-1,Hotelscombined,Bolivia,Flights,6.2080%
-1,Momondo,Bolivia,Flights,1.1648%
-1,CheapFlights,Bolivia,Flights,1.1902%
-1,KAYAK,Bolivia,Flights,0.7808%
-1,Hotelscombined,Bolivia,Hotel,10.5454%
-1,KAYAK,Bolivia,Hotel,9.9090%
-1,Momondo,Bolivia,Hotel,1.7727%
-1,KAYAK,Bolivia,Hotel Citywide,4.3449%
-1,Hotelscombined,Bolivia,Hotel Citywide,2.1488%
-1,Momondo,Bolivia,Hotel Citywide,1.3215%
-1,Swoodoo,Bolivia,Hotel Citywide,0.0010%
-1,Hotelscombined,Bolivia,Vacations,21.4286%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Flights,3.7037%
-1,CheapFlights,"Bonaire, Sint Eustatius, and Saba",Flights,3.2922%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Flights,2.4691%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Flights,6.6872%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Hotel,10.7144%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Hotel,10.4912%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Hotel,0.8929%
-1,KAYAK,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,7.8008%
-1,Momondo,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,0.8694%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Hotel Citywide,2.1852%
-1,Hotelscombined,"Bonaire, Sint Eustatius, and Saba",Vacations,25.0000%
-1,Momondo,Bosnia and Herzegovina,Car Rentals,25.0000%
-1,CheapFlights,Bosnia and Herzegovina,Flights,6.9421%
-1,KAYAK,Bosnia and Herzegovina,Flights,6.1846%
-1,Momondo,Bosnia and Herzegovina,Flights,3.4917%
-1,Hotelscombined,Bosnia and Herzegovina,Flights,8.6295%
-1,KAYAK,Bosnia and Herzegovina,Hotel,10.5015%
-1,Hotelscombined,Bosnia and Herzegovina,Hotel,5.7210%
-1,Momondo,Bosnia and Herzegovina,Hotel,1.8809%
-1,KAYAK,Bosnia and Herzegovina,Hotel Citywide,9.5017%
-1,Hotelscombined,Bosnia and Herzegovina,Hotel Citywide,2.4626%
-1,Momondo,Bosnia and Herzegovina,Hotel Citywide,0.8449%
-1,Swoodoo,Bosnia and Herzegovina,Hotel Citywide,0.0835%
-1,KAYAK,Bosnia and Herzegovina,Vacations,4.6297%
-1,Hotelscombined,Bosnia and Herzegovina,Vacations,11.1113%
-1,KAYAK,Botswana,Flights,3.1818%
-1,Momondo,Botswana,Flights,1.9602%
-1,Hotelscombined,Botswana,Flights,5.4829%
-1,CheapFlights,Botswana,Flights,0.7102%
-1,KAYAK,Botswana,Hotel,10.8697%
-1,Hotelscombined,Botswana,Hotel,9.6274%
-1,Momondo,Botswana,Hotel,1.7081%
-1,KAYAK,Botswana,Hotel Citywide,9.6685%
-1,Momondo,Botswana,Hotel Citywide,1.2959%
-1,Hotelscombined,Botswana,Hotel Citywide,2.9199%
-1,Hotelscombined,Botswana,Vacations,8.3333%
-1,Momondo,Brazil,Car Rentals,24.8706%
-1,KAYAK,Brazil,Car Rentals,1.1579%
-1,KAYAK,Brazil,Flights,3.6843%
-1,Hotelscombined,Brazil,Flights,7.2607%
-1,Mundi,Brazil,Flights,5.0331%
-1,Momondo,Brazil,Flights,0.8665%
-1,CheapFlights,Brazil,Flights,0.3964%
-1,Hotelscombined,Brazil,Hotel,10.4863%
-1,KAYAK,Brazil,Hotel,6.4072%
-1,Mundi,Brazil,Hotel,1.6102%
-1,Momondo,Brazil,Hotel,0.1681%
-1,KAYAK,Brazil,Hotel Citywide,13.0000%
-1,Momondo,Brazil,Hotel Citywide,1.0873%
-1,Hotelscombined,Brazil,Hotel Citywide,1.8390%
-1,Mundi,Brazil,Hotel Citywide,0.5141%
-1,Swoodoo,Brazil,Hotel Citywide,0.0004%
-1,Hotelscombined,Brazil,Vacations,15.2961%
-1,KAYAK,Brazil,Vacations,1.6447%
-1,KAYAK,British Indian Ocean Territory,Flights,12.5000%
-1,Momondo,British Indian Ocean Territory,Flights,12.5000%
-1,KAYAK,British Virgin Islands,Flights,3.1101%
-1,Momondo,British Virgin Islands,Flights,0.7775%
-1,CheapFlights,British Virgin Islands,Flights,0.4785%
-1,Hotelscombined,British Virgin Islands,Flights,5.5622%
-1,KAYAK,British Virgin Islands,Hotel,8.1396%
-1,Momondo,British Virgin Islands,Hotel,2.0349%
-1,Hotelscombined,British Virgin Islands,Hotel,7.8489%
-1,KAYAK,British Virgin Islands,Hotel Citywide,12.6845%
-1,Hotelscombined,British Virgin Islands,Hotel Citywide,2.3524%
-1,Momondo,British Virgin Islands,Hotel Citywide,0.7841%
-1,CheapFlights,British Virgin Islands,Hotel Citywide,0.0461%
-1,Hotelscombined,British Virgin Islands,Vacations,20.8333%
-1,KAYAK,British Virgin Islands,Vacations,4.1667%
-1,KAYAK,Brunei,Flights,7.4257%
-1,CheapFlights,Brunei,Flights,0.6188%
-1,Momondo,Brunei,Flights,0.7426%
-1,Hotelscombined,Brunei,Flights,6.3119%
-1,KAYAK,Brunei,Hotel,11.4833%
-1,Hotelscombined,Brunei,Hotel,9.9283%
-1,Momondo,Brunei,Hotel,5.0240%
-1,KAYAK,Brunei,Hotel Citywide,13.0876%
-1,Momondo,Brunei,Hotel Citywide,1.8340%
-1,Hotelscombined,Brunei,Hotel Citywide,2.9915%
-1,Momondo,Bulgaria,Car Rentals,21.4286%
-1,KAYAK,Bulgaria,Car Rentals,3.5714%
-1,KAYAK,Bulgaria,Flights,4.8948%
-1,CheapFlights,Bulgaria,Flights,7.7168%
-1,Momondo,Bulgaria,Flights,5.6884%
-1,Hotelscombined,Bulgaria,Flights,8.4941%
-1,KAYAK,Bulgaria,Hotel,10.4738%
-1,Hotelscombined,Bulgaria,Hotel,5.4902%
-1,Momondo,Bulgaria,Hotel,1.5033%
-1,KAYAK,Bulgaria,Hotel Citywide,4.2165%
-1,Hotelscombined,Bulgaria,Hotel Citywide,7.0408%
-1,Momondo,Bulgaria,Hotel Citywide,0.7882%
-1,Swoodoo,Bulgaria,Hotel Citywide,0.0111%
-1,Hotelscombined,Bulgaria,Vacations,11.6766%
-1,KAYAK,Bulgaria,Vacations,0.8982%
-1,KAYAK,Burkina Faso,Flights,0.4548%
-1,Hotelscombined,Burkina Faso,Flights,5.9407%
-1,CheapFlights,Burkina Faso,Flights,0.3269%
-1,Momondo,Burkina Faso,Flights,0.2558%
-1,KAYAK,Burkina Faso,Hotel,4.5454%
-1,Momondo,Burkina Faso,Hotel,1.5151%
-1,Hotelscombined,Burkina Faso,Hotel,3.7879%
-1,KAYAK,Burkina Faso,Hotel Citywide,4.9198%
-1,Momondo,Burkina Faso,Hotel Citywide,1.4451%
-1,Hotelscombined,Burkina Faso,Hotel Citywide,1.9746%
-1,Swoodoo,Burkina Faso,Hotel Citywide,0.0037%
-1,KAYAK,Burkina Faso,Vacations,15.0000%
-1,Hotelscombined,Burkina Faso,Vacations,5.0000%
-1,KAYAK,Burundi,Flights,0.8830%
-1,Hotelscombined,Burundi,Flights,3.4854%
-1,CheapFlights,Burundi,Flights,0.3253%
-1,Momondo,Burundi,Flights,0.2324%
-1,KAYAK,Burundi,Hotel,5.7691%
-1,Hotelscombined,Burundi,Hotel,5.7691%
-1,KAYAK,Burundi,Hotel Citywide,8.0254%
-1,Momondo,Burundi,Hotel Citywide,1.7293%
-1,Hotelscombined,Burundi,Hotel Citywide,1.8301%
-1,Momondo,Cabo Verde,Car Rentals,25.0000%
-1,CheapFlights,Cabo Verde,Flights,7.2053%
-1,KAYAK,Cabo Verde,Flights,4.7647%
-1,Momondo,Cabo Verde,Flights,4.7258%
-1,Hotelscombined,Cabo Verde,Flights,8.1680%
-1,KAYAK,Cabo Verde,Hotel,7.0947%
-1,Momondo,Cabo Verde,Hotel,2.0270%
-1,Hotelscombined,Cabo Verde,Hotel,6.0811%
-1,KAYAK,Cabo Verde,Hotel Citywide,4.3091%
-1,Momondo,Cabo Verde,Hotel Citywide,1.1040%
-1,Hotelscombined,Cabo Verde,Hotel Citywide,2.1652%
-1,Hotelscombined,Cabo Verde,Vacations,16.6667%
-1,KAYAK,Cambodia,Flights,4.7841%
-1,Momondo,Cambodia,Flights,1.4475%
-1,CheapFlights,Cambodia,Flights,0.5643%
-1,Hotelscombined,Cambodia,Flights,5.8391%
-1,KAYAK,Cambodia,Hotel,12.8032%
-1,Hotelscombined,Cambodia,Hotel,12.6011%
-1,Momondo,Cambodia,Hotel,5.3234%
-1,KAYAK,Cambodia,Hotel Citywide,11.3614%
-1,Momondo,Cambodia,Hotel Citywide,1.2381%
-1,Hotelscombined,Cambodia,Hotel Citywide,3.0346%
-1,Swoodoo,Cambodia,Hotel Citywide,0.0049%
-1,Momondo,Cameroon,Car Rentals,25.0000%
-1,Hotelscombined,Cameroon,Flights,6.0221%
-1,KAYAK,Cameroon,Flights,0.2177%
-1,CheapFlights,Cameroon,Flights,0.3294%
-1,Momondo,Cameroon,Flights,0.1510%
-1,KAYAK,Cameroon,Hotel,6.5678%
-1,Hotelscombined,Cameroon,Hotel,4.0254%
-1,Momondo,Cameroon,Hotel,0.8475%
-1,KAYAK,Cameroon,Hotel Citywide,4.6881%
-1,Momondo,Cameroon,Hotel Citywide,0.9880%
-1,Hotelscombined,Cameroon,Hotel Citywide,2.0960%
-1,KAYAK,Cameroon,Vacations,8.3334%
-1,Hotelscombined,Cameroon,Vacations,12.5001%
-1,Momondo,Canada,Car Rentals,23.5834%
-1,KAYAK,Canada,Car Rentals,1.4167%
-1,CheapFlights,Canada,Flights,4.0000%
-1,KAYAK,Canada,Flights,13.3025%
-1,Momondo,Canada,Flights,6.9782%
-1,Hotelscombined,Canada,Flights,4.2668%
-1,KAYAK,Canada,Hotel,5.7053%
-1,Momondo,Canada,Hotel,2.0322%
-1,Hotelscombined,Canada,Hotel,3.5162%
-1,Swoodoo,Canada,Hotel,0.0011%
-1,KAYAK,Canada,Hotel Citywide,2.7033%
-1,Hotelscombined,Canada,Hotel Citywide,0.6371%
-1,Momondo,Canada,Hotel Citywide,0.8162%
-1,Swoodoo,Canada,Hotel Citywide,0.0005%
-1,KAYAK,Canada,Vacations,10.7404%
-1,Hotelscombined,Canada,Vacations,6.6728%
-1,KAYAK,Cayman Islands,Flights,3.6506%
-1,Momondo,Cayman Islands,Flights,0.8318%
-1,Hotelscombined,Cayman Islands,Flights,6.5156%
-1,CheapFlights,Cayman Islands,Flights,0.1848%
-1,KAYAK,Cayman Islands,Hotel,11.7424%
-1,Hotelscombined,Cayman Islands,Hotel,10.9307%
-1,Momondo,Cayman Islands,Hotel,1.9480%
-1,KAYAK,Cayman Islands,Hotel Citywide,11.0861%
-1,Momondo,Cayman Islands,Hotel Citywide,1.2347%
-1,Hotelscombined,Cayman Islands,Hotel Citywide,2.5890%
-1,CheapFlights,Cayman Islands,Hotel Citywide,0.0133%
-1,Hotelscombined,Cayman Islands,Vacations,6.2500%
-1,KAYAK,Central African Republic,Flights,0.3378%
-1,CheapFlights,Central African Republic,Flights,0.4223%
-1,Hotelscombined,Central African Republic,Flights,3.0404%
-1,Momondo,Central African Republic,Flights,0.4223%
-1,KAYAK,Central African Republic,Hotel Citywide,1.9722%
-1,Momondo,Central African Republic,Hotel Citywide,1.3921%
-1,Hotelscombined,Central African Republic,Hotel Citywide,1.3341%
-1,KAYAK,Chad,Flights,0.3242%
-1,Hotelscombined,Chad,Flights,4.9434%
-1,CheapFlights,Chad,Flights,0.3039%
-1,Momondo,Chad,Flights,0.1418%
-1,KAYAK,Chad,Hotel,6.2499%
-1,Hotelscombined,Chad,Hotel,4.1666%
-1,Momondo,Chad,Hotel,2.0833%
-1,KAYAK,Chad,Hotel Citywide,4.8201%
-1,Momondo,Chad,Hotel Citywide,1.1988%
-1,Hotelscombined,Chad,Hotel Citywide,1.5734%
