brand,country,vertical,sov
KAYAK,United Kingdom,Car Rentals,0.7692%
KAYAK,United Kingdom,Flights,8.6724%
CheapFlights,United Kingdom,Flights,0.7765%
Hotelscombined,United Kingdom,Flights,7.2596%
Momondo,United Kingdom,Flights,0.1436%
KAYAK,United Kingdom,Hotel,4.8129%
Momondo,United Kingdom,Hotel,0.7639%
Hotelscombined,United Kingdom,Hotel,4.2786%
Swoodoo,United Kingdom,Hotel,0.0045%
KAYAK,United Kingdom,Hotel Citywide,2.0000%
Momondo,United Kingdom,Hotel Citywide,0.4492%
Hotelscombined,United Kingdom,Hotel Citywide,0.2035%
Swoodoo,United Kingdom,Hotel Citywide,0.0024%
KAYAK,United Kingdom,Vacations,15.7933%
Hotelscombined,United Kingdom,Vacations,1.7454%
KAYAK,United States,Car Rentals,3.5569%
Travelsearch,United States,Car Rentals,4.5732%
Momondo,United States,Car Rentals,0.3049%
KAYAK,United States,Flights,16.0000%
CheapFlights,United States,Flights,0.5741%
Travelsearch,United States,Flights,0.8990%
Momondo,United States,Flights,0.1854%
Hotelscombined,United States,Flights,4.1763%
Swoodoo,United States,Flights,0.0000%
KAYAK,United States,Hotel,4.0000%
Momondo,United States,Hotel,0.6845%
Hotelscombined,United States,Hotel,0.6554%
Swoodoo,United States,Hotel,0.0030%
KAYAK,United States,Hotel Citywide,8.0189%
Momondo,United States,Hotel Citywide,1.2499%
Hotelscombined,United States,Hotel Citywide,0.8870%
Swoodoo,United States,Hotel Citywide,0.0038%
CheapFlights,United States,Hotel Citywide,0.0011%
Hotelscombined,United States,Vacations,16.2267%
KAYAK,United States,Vacations,1.3746%
Momondo,Uruguay,Car Rentals,23.2143%
KAYAK,Uruguay,Car Rentals,3.5714%
Hotelscombined,Uruguay,Flights,5.9873%
CheapFlights,Uruguay,Flights,1.1353%
KAYAK,Uruguay,Flights,0.7545%
Momondo,Uruguay,Flights,0.7994%
Hotelscombined,Uruguay,Hotel,8.1565%
KAYAK,Uruguay,Hotel,6.4944%
Momondo,Uruguay,Hotel,1.2291%
Hotelscombined,Uruguay,Hotel Citywide,5.9381%
KAYAK,Uruguay,Hotel Citywide,5.5218%
Momondo,Uruguay,Hotel Citywide,1.8977%
Swoodoo,Uruguay,Hotel Citywide,0.0012%
Hotelscombined,Uruguay,Vacations,25.0000%
KAYAK,Uzbekistan,Flights,2.2947%
CheapFlights,Uzbekistan,Flights,2.3551%
Hotelscombined,Uzbekistan,Flights,8.1521%
Momondo,Uzbekistan,Flights,1.1473%
Hotelscombined,Uzbekistan,Hotel,8.0461%
KAYAK,Uzbekistan,Hotel,7.3277%
Momondo,Uzbekistan,Hotel,2.5862%
KAYAK,Uzbekistan,Hotel Citywide,8.9199%
Hotelscombined,Uzbekistan,Hotel Citywide,6.3247%
Momondo,Uzbekistan,Hotel Citywide,1.8111%
Swoodoo,Uzbekistan,Hotel Citywide,0.0047%
Hotelscombined,Uzbekistan,Vacations,16.6667%
KAYAK,Vanuatu,Flights,9.7826%
Momondo,Vanuatu,Flights,1.0870%
Hotelscombined,Vanuatu,Flights,1.0870%
CheapFlights,Vanuatu,Flights,1.0870%
Hotelscombined,Vanuatu,Hotel,4.5455%
KAYAK,Vanuatu,Hotel,4.5455%
KAYAK,Vanuatu,Hotel Citywide,9.1216%
Momondo,Vanuatu,Hotel Citywide,3.3784%
Hotelscombined,Vanuatu,Hotel Citywide,4.3919%
KAYAK,Vanuatu,Vacations,25.0000%
Momondo,Vatican City,Flights,4.7619%
KAYAK,Vatican City,Flights,5.9524%
CheapFlights,Vatican City,Flights,5.9524%
Hotelscombined,Vatican City,Flights,4.7619%
KAYAK,Vatican City,Hotel,25.0000%
Hotelscombined,Vatican City,Hotel,25.0000%
Momondo,Vatican City,Hotel,12.5000%
KAYAK,Vatican City,Hotel Citywide,18.0693%
Momondo,Vatican City,Hotel Citywide,0.9901%
Hotelscombined,Vatican City,Hotel Citywide,2.4753%
Momondo,Venezuela,Car Rentals,23.6112%
KAYAK,Venezuela,Car Rentals,1.3889%
CheapFlights,Venezuela,Flights,1.5710%
KAYAK,Venezuela,Flights,1.1075%
Hotelscombined,Venezuela,Flights,3.0567%
Momondo,Venezuela,Flights,0.9628%
Hotelscombined,Venezuela,Hotel,8.0915%
KAYAK,Venezuela,Hotel,6.2445%
Momondo,Venezuela,Hotel,1.2753%
KAYAK,Venezuela,Hotel Citywide,4.4845%
Momondo,Venezuela,Hotel Citywide,2.5520%
Hotelscombined,Venezuela,Hotel Citywide,3.7273%
Hotelscombined,Venezuela,Vacations,17.8571%
Momondo,Vietnam,Flights,5.9154%
CheapFlights,Vietnam,Flights,1.2953%
Hotelscombined,Vietnam,Flights,5.5052%
KAYAK,Vietnam,Flights,5.4836%
Hotelscombined,Vietnam,Hotel,9.2414%
Momondo,Vietnam,Hotel,3.2585%
KAYAK,Vietnam,Hotel,6.6477%
Momondo,Vietnam,Hotel Citywide,4.6798%
Hotelscombined,Vietnam,Hotel Citywide,4.9354%
KAYAK,Vietnam,Hotel Citywide,7.4055%
Swoodoo,Vietnam,Hotel Citywide,0.0016%
Hotelscombined,Vietnam,Vacations,12.5001%
KAYAK,Vietnam,Vacations,5.0000%
CheapFlights,Wallis and Futuna,Flights,4.1667%
Hotelscombined,Wallis and Futuna,Flights,4.1667%
KAYAK,Wallis and Futuna,Hotel Citywide,3.1250%
Momondo,Wallis and Futuna,Hotel Citywide,1.1364%
Hotelscombined,Wallis and Futuna,Hotel Citywide,0.5682%
KAYAK,Yemen,Flights,5.6604%
Momondo,Yemen,Flights,1.8868%
Hotelscombined,Yemen,Flights,5.4245%
CheapFlights,Yemen,Flights,0.2358%
Hotelscombined,Yemen,Hotel,3.8462%
Momondo,Yemen,Hotel,3.8462%
KAYAK,Yemen,Hotel,1.9231%
KAYAK,Yemen,Hotel Citywide,8.0508%
Hotelscombined,Yemen,Hotel Citywide,4.6610%
Momondo,Yemen,Hotel Citywide,1.9491%
Momondo,Zambia,Car Rentals,25.0000%
KAYAK,Zambia,Flights,0.9025%
Hotelscombined,Zambia,Flights,7.9196%
CheapFlights,Zambia,Flights,1.8727%
Momondo,Zambia,Flights,1.9404%
KAYAK,Zambia,Hotel,4.4230%
Hotelscombined,Zambia,Hotel,4.6154%
Momondo,Zambia,Hotel,2.1154%
KAYAK,Zambia,Hotel Citywide,3.5487%
Momondo,Zambia,Hotel Citywide,1.0152%
Hotelscombined,Zambia,Hotel Citywide,1.8671%
KAYAK,Zimbabwe,Flights,2.3108%
Momondo,Zimbabwe,Flights,1.5070%
Hotelscombined,Zimbabwe,Flights,7.2170%
CheapFlights,Zimbabwe,Flights,0.7368%
Hotelscombined,Zimbabwe,Hotel,6.4541%
KAYAK,Zimbabwe,Hotel,5.0817%
Momondo,Zimbabwe,Hotel,2.5223%
KAYAK,Zimbabwe,Hotel Citywide,6.2775%
Momondo,Zimbabwe,Hotel Citywide,1.3995%
Hotelscombined,Zimbabwe,Hotel Citywide,2.4491%
Hotelscombined,Zimbabwe,Vacations,7.1429%
Hotelscombined,Åland,Flights,14.1667%
KAYAK,Åland,Flights,0.2778%
CheapFlights,Åland,Flights,0.5556%
Momondo,Åland,Flights,0.2778%
KAYAK,Åland,Hotel,10.2941%
Hotelscombined,Åland,Hotel,10.2941%
KAYAK,Åland,Hotel Citywide,9.9337%
Hotelscombined,Åland,Hotel Citywide,2.8973%
Momondo,Åland,Hotel Citywide,0.9106%
